society,price,place,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,Direction,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
active acres,1.75,em bypass,8086.0,2164.0,Super Built up area 1855(172.34 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3.0,2,1,13,South-West,Relatively New,East,1855.0,1600.0,1550.0,0,1,0,0,0,1,0.0
ashirbad apartments,0.16,barrackpore,2539.0,630.0,Super Built up area 630(58.53 sq.m.),2.0,1,1,3,,Moderately Old,North,630.0,,,0,0,0,0,0,0,0.0
debgarden,0.45,dum dum,4007.0,1123.0,Super Built up area 1123(104.33 sq.m.),2.0,2,1,4,,Moderately Old,North,1123.0,,,0,0,0,0,0,0,0.0
sarajulal apartment,0.8,dum dum,5095.0,1570.0,Super Built up area 1570(145.86 sq.m.),3.0,3,2,4,,Moderately Old,North,1570.0,,,0,0,0,0,0,0,0.0
riya manbhari greens,0.39,howrah,3442.0,1133.0,Super Built up area 1133(105.26 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),3.0,2,1,7,,Relatively New,West,1133.0,,900.0,0,0,0,0,0,1,77.0
"megha apartment,santoshpur",0.3,new santoshpur,4761.0,630.0,Super Built up area 630(58.53 sq.m.),2.0,1,1,2,South-East,Old Property,South,630.0,,,0,0,0,0,0,0,7.0
geetanjali complex,0.36,garia,3908.0,921.0,Super Built up area 921(85.56 sq.m.),2.0,2,1,3,,Moderately Old,South,921.0,,,0,0,0,0,0,0,13.0
rajwada royal gardens,0.43,narendrapur,5700.0,754.0,Super Built up area 750(69.68 sq.m.),2.0,2,1,0,,Moderately Old,South,750.0,,,0,0,0,0,0,0,49.0
ideal abasan,0.32,rajarhat,3721.0,860.0,Super Built up area 860(79.9 sq.m.),2.0,2,1,1,North,Under Construction,East,860.0,,,0,0,0,0,1,0,104.0
magnolia oxygen,0.65,rajarhat,5204.0,1249.0,Super Built up area 1249(116.04 sq.m.),3.0,2,1,2,,Relatively New,East,1249.0,,,0,0,0,0,0,0,13.0
krishna apartment,0.16,sodepur,3076.0,520.0,Super Built up area 520(48.31 sq.m.),2.0,1,1,1,South-East,Old Property,North,520.0,,,0,0,0,0,0,0,6.0
"27a, hindustan road",0.7,gariahat,8750.0,800.0,Super Built up area 950(88.26 sq.m.)Built Up area: 900 sq.ft. (83.61 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),3.0,1,0,2,South,Old Property,South,950.0,900.0,800.0,0,0,0,1,1,0,0.0
durga apartment,0.33,behala,3666.0,900.0,Super Built up area 900(83.61 sq.m.),3.0,2,1,1,East,Old Property,South,900.0,,,0,0,0,0,0,2,27.0
"star apartment, 3/94 jatin das nagar,belgharia",0.2,jat,3333.0,600.0,Super Built up area 600(55.74 sq.m.),2.0,2,0,4,East,Old Property,North,600.0,,,0,0,0,0,0,0,121.0
sapphire blue apartment,0.91,rajarhat,5705.0,1595.0,Super Built up area 1665(154.68 sq.m.),4.0,3,2,4,North-West,Old Property,East,1665.0,,,0,0,0,0,0,0,0.0
atri green palace,0.7,garia,5468.0,1280.0,Super Built up area 1280(118.92 sq.m.),3.0,2,1,1,,Old Property,South,1280.0,,,0,0,0,1,0,2,0.0
jeevan sangeet,0.25,silpara,3000.0,833.0,Super Built up area 800(74.32 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2.0,2,1,4,,Moderately Old,South,800.0,,600.0,0,0,0,0,0,0,0.0
deeshari megacity,0.45,em bypass,3975.0,1132.0,Super Built up area 1132(105.17 sq.m.),3.0,2,2,5,South-West,Relatively New,South,1132.0,,,0,0,0,0,0,0,96.0
mani residency,1.3,topsia,7788.0,1669.0,Super Built up area 1605(149.11 sq.m.),3.0,3,2,3,South-East,Moderately Old,South,1605.0,,,0,0,0,0,0,0,38.0
anjan apartment bhawanipore,1.6,bhawanipore,10389.0,1540.0,Super Built up area 1540(143.07 sq.m.)Built Up area: 1480 sq.ft. (137.5 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),4.0,3,1,3,East,Old Property,South,1540.0,1480.0,1400.0,1,0,0,0,0,2,54.0
team taurus bou thakuranir haat,0.37,rajarhat,3790.0,976.0,Super Built up area 976(90.67 sq.m.),2.0,2,1,3,East,New Property,East,976.0,,,0,0,0,0,0,0,0.0
zinnia,0.14,tollygunge,3500.0,400.0,Super Built up area 400(37.16 sq.m.),1.0,1,0,0,South-East,New Property,South,400.0,,,0,0,0,0,1,0,54.0
alcove new kolkata prayag,0.4,serampore,4524.0,884.0,Super Built up area 884(82.13 sq.m.)Carpet area: 633 sq.ft. (58.81 sq.m.),2.0,2,1,11,South-West,New Property,West,884.0,,633.0,0,0,0,0,0,0,0.0
star green,0.64,rajarhat,4400.0,1455.0,Super Built up area 1386(128.76 sq.m.),3.0,2,2,2,West,Relatively New,East,1386.0,,,0,0,0,0,0,2,0.0
picnic garden,0.33,picnic garden,3626.0,910.0,Super Built up area 910(84.54 sq.m.),2.0,2,1,2,,Old Property,South,910.0,,,0,0,0,0,0,0,62.0
ambuja uddipa the condoville,0.85,s,9249.0,919.0,Super Built up area 919(85.38 sq.m.)Carpet area: 639 sq.ft. (59.37 sq.m.),2.0,2,1,15,South-West,New Property,North,919.0,,639.0,0,0,0,0,1,0,20.0
sukanti,0.39,dum dum,4431.0,880.0,Super Built up area 963(89.47 sq.m.)Carpet area: 880 sq.ft. (81.75 sq.m.),2.0,2,1,2,South,New Property,North,963.0,,880.0,0,0,0,0,0,0,7.0
white house,0.24,new town,2800.0,857.0,Super Built up area 850(78.97 sq.m.),2.0,2,1,2,South-East,Old Property,North,850.0,,,0,0,0,0,0,0,8.0
basundha,0.23,rajarhat,2045.0,1125.0,Super Built up area 1100(102.19 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2.0,1,1,3,South-East,Moderately Old,East,1100.0,,800.0,0,0,0,0,0,0,26.0
sukanti,0.45,dum dum,4554.0,988.0,Super Built up area 1022(94.95 sq.m.)Carpet area: 988 sq.ft. (91.79 sq.m.),2.0,2,1,3,North,New Property,North,1022.0,,988.0,0,0,0,0,0,0,35.0
ashirbaad,0.6,arcadia,4800.0,1250.0,Super Built up area 1250(116.13 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),3.0,2,1,1,,Old Property,South,1250.0,,900.0,0,0,0,0,0,2,108.0
hiland greens,0.3,maheshtala,4214.0,712.0,Super Built up area 712(66.15 sq.m.),2.0,2,1,12,,New Property,South,712.0,,,0,0,0,0,1,0,0.0
kalpotaru apartment,0.38,baguiati,4237.0,897.0,Super Built up area 885(82.22 sq.m.),2.0,2,1,4,South-West,Old Property,East,885.0,,,0,0,0,0,0,0,33.0
freshia,0.43,rajarhat,5494.0,783.0,Super Built up area 782.6(72.71 sq.m.)Built Up area: 650 sq.ft. (60.39 sq.m.),2.0,2,1,1,East,New Property,East,782.6,650.0,,0,0,0,0,0,0,0.0
charulata,0.27,behala,3857.0,700.0,Super Built up area 700(65.03 sq.m.),2.0,2,1,1,South-East,New Property,South,700.0,,,0,0,0,0,0,0,0.0
ramkrishna apartment,0.38,joka,4750.0,800.0,Super Built up area 800(74.32 sq.m.),2.0,2,1,1,South-East,Relatively New,South,800.0,,,0,0,0,0,0,0,78.0
peerless nagar apartment,0.22,sodepur,3286.0,670.0,Super Built up area 639(59.37 sq.m.),2.0,1,1,2,,Old Property,North,639.0,,,0,0,0,0,0,0,6.0
sukhobristi shapoorji,0.2,new town,6250.0,320.0,Super Built up area 425(39.48 sq.m.)Carpet area: 320 sq.ft. (29.73 sq.m.),1.0,1,1,4,,New Property,East,425.0,,320.0,0,0,0,0,0,0,0.0
daffodil duke gardens,0.65,raghunathpur,4495.0,1446.0,Super Built up area 1446(134.34 sq.m.),3.0,2,1,1,,Moderately Old,North,1446.0,,,0,0,0,0,0,0,34.0
radha apartment,0.24,mankundu,2902.0,827.0,Super Built up area 826.8(76.81 sq.m.),2.0,2,1,4,East,Moderately Old,West,826.8,,,0,0,0,0,0,0,121.0
the 102,0.55,joka,6849.0,803.0,Super Built up area 803(74.6 sq.m.)Built Up area: 602 sq.ft. (55.93 sq.m.)Carpet area: 562 sq.ft. (52.21 sq.m.),2.0,2,1,2,North-East,Relatively New,South,803.0,602.0,562.0,1,0,0,0,0,0,6.0
dumdum metro,0.27,dum dum,3292.0,820.0,Super Built up area 820(76.18 sq.m.),2.0,1,1,3,South-East,Moderately Old,North,820.0,,,0,0,0,0,0,0,72.0
4sight olivia,0.57,garia,5000.0,1140.0,Super Built up area 1046(97.18 sq.m.),2.0,2,1,1,North-East,Relatively New,South,1046.0,,,0,0,0,0,0,0,22.0
anima apartment,0.48,daksh,4800.0,1000.0,Super Built up area 1000(92.9 sq.m.),2.0,1,1,3,,Moderately Old,North,1000.0,,,0,0,0,0,0,0,19.0
manjil abasan (apartment),0.25,dum dum,3703.0,675.0,Super Built up area 675(62.71 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),2.0,1,1,4,South-East,Old Property,North,675.0,,500.0,0,0,0,0,0,0,0.0
"anjali apartment,jadavghar",0.15,haltu,2884.0,520.0,Super Built up area 520(48.31 sq.m.)Built Up area: 500 sq.ft. (46.45 sq.m.)Carpet area: 480 sq.ft. (44.59 sq.m.),2.0,1,0,2,South,Moderately Old,South,520.0,500.0,480.0,0,0,0,1,0,0,145.0
ircon tower,1.25,new town,12500.0,1000.0,Super Built up area 1420(131.92 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),3.0,2,2,3,East,Moderately Old,East,1420.0,,1000.0,0,0,0,0,0,1,108.0
pwc cooprative housing society limited,1.28,new town,9142.0,1400.0,Super Built up area 1400(130.06 sq.m.)Carpet area: 1120 sq.ft. (104.05 sq.m.),3.0,2,2,3,,New Property,East,1400.0,,1120.0,0,0,0,0,0,0,26.0
sarala apartment,0.7,"behala, behala",5833.0,1200.0,Super Built up area 1200(111.48 sq.m.)Carpet area: 1030 sq.ft. (95.69 sq.m.),3.0,3,2,3,East,Moderately Old,South,1200.0,,1030.0,0,0,0,0,0,0,0.0
tapoban apartments,0.65,rajarhat,6701.0,970.0,Super Built up area 1236(114.83 sq.m.)Carpet area: 970 sq.ft. (90.12 sq.m.),3.0,2,2,3,North-East,Moderately Old,East,1236.0,,970.0,0,0,0,0,0,0,0.0
prachi apartment,0.3,bara nagar,4411.0,680.0,Super Built up area 680(63.17 sq.m.),2.0,1,2,3,,Old Property,North,680.0,,,0,0,0,0,0,0,7.0
binayak purple,0.47,nayabad,4058.0,1158.0,Super Built up area 1156(107.4 sq.m.),3.0,2,2,2,,Relatively New,South,1156.0,,,0,0,0,0,0,0,62.0
solaris city serampore,0.24,serampore,3750.0,640.0,Super Built up area 640(59.46 sq.m.)Carpet area: 620 sq.ft. (57.6 sq.m.),2.0,1,1,5,South,Under Construction,West,640.0,,620.0,0,0,0,0,0,0,0.0
f1katju nagar,0.29,katju nagar,3918.0,740.0,Super Built up area 740(68.75 sq.m.),2.0,2,1,0,,Moderately Old,South,740.0,,,0,0,0,0,0,0,127.0
shiv parvati abasan,0.09,bhadreswar,2143.0,420.0,Super Built up area 420(39.02 sq.m.)Built Up area: 410 sq.ft. (38.09 sq.m.)Carpet area: 334 sq.ft. (31.03 sq.m.),1.0,1,1,1,South,Relatively New,West,420.0,410.0,334.0,1,0,0,0,0,0,31.0
mohini apartment,0.5,baguiati,5000.0,1000.0,Super Built up area 1000(92.9 sq.m.),2.0,2,1,3,,Relatively New,North,1000.0,,,0,0,0,0,0,0,0.0
"ashirbad apartment, apc road. agarpara, pin700109",0.16,agarpara,2116.0,756.0,Super Built up area 756(70.23 sq.m.)Carpet area: 630 sq.ft. (58.53 sq.m.),2.0,1,1,2,North,Old Property,South,756.0,,630.0,0,0,0,0,1,0,74.0
monalisa apartment,1.79,phoolbagan,9887.0,1810.0,Super Built up area 1507(140 sq.m.),3.0,2,3,4,North-East,Old Property,North,1507.0,,,0,0,0,1,1,1,12.0
kiran apartment,0.24,nowdapara,4224.0,568.0,Super Built up area 715(66.43 sq.m.)Carpet area: 580 sq.ft. (53.88 sq.m.),2.0,1,1,3,North-East,Relatively New,North,715.0,,580.0,0,0,0,0,0,0,92.0
sd aqua view,0.49,new town,7071.0,693.0,Super Built up area 1070(99.41 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),3.0,2,1,3,,Moderately Old,North,1070.0,,700.0,0,0,0,0,0,0,43.0
bijoya apartment,0.33,santoshpur,5116.0,645.0,Super Built up area 645(59.92 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),2.0,1,0,1,South,Undefined,West,645.0,,500.0,0,0,0,0,0,0,63.0
ambey residency,0.54,ch,5042.0,1071.0,Super Built up area 1071(99.5 sq.m.)Carpet area: 980 sq.ft. (91.04 sq.m.),2.0,2,1,4,North,Moderately Old,East,1071.0,,980.0,0,0,0,0,0,0,0.0
sreema apartments,0.2,dum dum,2666.0,750.0,Super Built up area 750(69.68 sq.m.),2.0,2,1,2,,Moderately Old,North,750.0,,,0,0,0,0,0,0,0.0
myfair blossom,0.35,garia,3888.0,900.0,Super Built up area 900(83.61 sq.m.),2.0,2,1,2,South,Moderately Old,South,900.0,,,0,0,0,0,0,0,0.0
shubhechha apartment,0.27,purbachal road,4462.0,605.0,Super Built up area 605(56.21 sq.m.),2.0,2,1,0,,Relatively New,South,605.0,,,0,0,0,0,0,0,76.0
magnolia nakshatra,0.35,barasat,3638.0,962.0,Super Built up area 962(89.37 sq.m.),3.0,3,2,1,North-East,New Property,North,962.0,,,1,0,0,0,0,0,0.0
sreema apartments,0.2,dum dum,2600.0,769.0,Super Built up area 750(69.68 sq.m.),2.0,2,1,2,South-East,Moderately Old,North,750.0,,,0,1,0,0,0,0,29.0
swarna vila,0.24,dum dum,3096.0,775.0,Super Built up area 775(72 sq.m.),2.0,1,1,3,,Moderately Old,North,775.0,,,0,0,0,0,0,0,35.0
nul,0.75,tagore park,8823.0,850.0,Super Built up area 950(88.26 sq.m.)Carpet area: 850 sq.ft. (78.97 sq.m.),2.0,2,1,1,North,Relatively New,South,950.0,,850.0,0,0,0,0,0,0,26.0
ashadeep apartment,0.4,ballygunge,6153.0,650.0,Super Built up area 650(60.39 sq.m.),2.0,1,1,3,West,Old Property,South,650.0,,,0,0,0,0,1,0,34.0
bengal abasan urban sabujayan,0.84,mukundapur,6600.0,1273.0,Super Built up area 1350(125.42 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1258 sq.ft. (116.87 sq.m.),3.0,2,1,4,South,Relatively New,South,1350.0,1300.0,1258.0,0,0,0,0,0,1,148.0
bengal abasan urban sabujayan,0.85,mukundapur,6756.0,1258.0,Super Built up area 1258(116.87 sq.m.),3.0,2,1,4,South,Under Construction,South,1258.0,,,0,0,0,0,0,1,42.0
sureka sunrise heights,2.0,beleghata,9354.0,2138.0,Super Built up area 2138(198.63 sq.m.)Built Up area: 1625 sq.ft. (150.97 sq.m.),4.0,4,2,16,South-East,Relatively New,East,2138.0,1625.0,,0,1,0,0,0,0,47.0
highland greens,0.35,maheshtala,4915.0,712.0,Super Built up area 712(66.15 sq.m.),2.0,2,1,12,,Relatively New,South,712.0,,,0,0,0,0,0,0,8.0
akashmani cooperative housing society,0.6,tollygunge,6000.0,1000.0,Super Built up area 1000(92.9 sq.m.),2.0,2,1,1,,Old Property,South,1000.0,,,0,0,0,0,0,0,42.0
keventers rishra,0.31,rishra,3060.0,1013.0,Super Built up area 1013(94.11 sq.m.),3.0,2,1,11,,Relatively New,West,1013.0,,,0,0,0,0,0,0,0.0
meridian splendora,1.3,paikpara,9292.0,1399.0,Super Built up area 1399(129.97 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.),3.0,2,2,14,South-East,New Property,North,1399.0,1050.0,,0,0,0,0,0,1,6.0
lalbagan pally,0.12,kumartuli(sovabazar sutanuti metro),3593.0,334.0,Super Built up area 320(29.73 sq.m.)Carpet area: 270 sq.ft. (25.08 sq.m.),2.0,1,0,2,South-East,New Property,North,320.0,,270.0,0,0,0,0,0,0,109.0
reside aponaloy,0.39,madhyamgram,3497.0,1115.0,Super Built up area 1115(103.59 sq.m.)Built Up area: 927 sq.ft. (86.12 sq.m.)Carpet area: 830 sq.ft. (77.11 sq.m.),3.0,2,1,0,East,Old Property,North,1115.0,927.0,830.0,0,0,0,0,0,1,18.0
neelachal abasan chs,0.9,kasba,9473.0,950.0,Super Built up area 1152(107.02 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),2.0,2,1,2,West,Old Property,South,1152.0,,950.0,1,0,0,0,0,2,21.0
masterda surya sen,0.32,dum dum,4000.0,800.0,Super Built up area 900(83.61 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2.0,2,1,0,East,Moderately Old,North,900.0,850.0,800.0,0,0,0,1,0,2,13.0
hiland greens,0.25,maheshtala,3511.0,712.0,Super Built up area 712(66.15 sq.m.)Carpet area: 447 sq.ft. (41.53 sq.m.),2.0,2,1,3,North-East,Relatively New,South,712.0,,447.0,0,0,0,0,0,0,37.0
maruti apartment,0.18,rahara,2400.0,750.0,Super Built up area 750(69.68 sq.m.)Built Up area: 600 sq.ft. (55.74 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),2.0,2,0,0,,Relatively New,North,750.0,600.0,500.0,0,0,0,0,0,0,26.0
anandam,0.45,behala,4849.0,928.0,Super Built up area 928(86.21 sq.m.),2.0,2,1,1,North-West,Moderately Old,South,928.0,,,0,0,0,0,0,0,0.0
magnolia nakshatra,0.26,barasat,2702.0,962.0,Super Built up area 962(89.37 sq.m.)Carpet area: 675 sq.ft. (62.71 sq.m.),3.0,2,1,2,North-East,New Property,North,962.0,,675.0,0,0,0,0,0,0,0.0
saheli apartment krishnapur,0.25,krishnapur,2696.0,927.0,Super Built up area 927(86.12 sq.m.),2.0,2,1,0,,Moderately Old,East,927.0,,,0,0,0,0,0,0,0.0
suman apartment,0.4,ganguly bagan,3937.0,1016.0,Super Built up area 1016(94.39 sq.m.),2.0,2,0,2,,Relatively New,South,1016.0,,,0,0,0,0,0,0,11.0
rainbow residency,0.27,kudghat,3174.0,851.0,Super Built up area 850(78.97 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2.0,2,0,4,South-West,Undefined,West,850.0,,750.0,0,0,0,0,0,0,131.0
the orchid grandeur,1.25,rajarhat,5000.0,2500.0,Super Built up area 2500(232.26 sq.m.)Carpet area: 2140 sq.ft. (198.81 sq.m.),3.0,3,3,2,,New Property,East,2500.0,,2140.0,1,1,0,0,0,0,49.0
karunamoyee housing society,0.7,salt lake,5932.0,1180.0,Super Built up area 1250(116.13 sq.m.)Carpet area: 1180 sq.ft. (109.63 sq.m.),4.0,2,1,4,North-East,Old Property,North,1250.0,,1180.0,0,0,0,0,0,2,140.0
ambuja utalika the condoville,4.0,mukundapur,15031.0,2661.0,Super Built up area 2661(247.21 sq.m.)Carpet area: 1672 sq.ft. (155.33 sq.m.),3.0,4,1,18,East,New Property,South,2661.0,,1672.0,0,1,1,0,0,0,54.0
twin tower,0.21,picnic garden,4835.0,434.0,Super Built up area 517(48.03 sq.m.),1.0,1,1,4,South-East,Moderately Old,South,517.0,,,0,0,0,0,0,0,0.0
siddha waterfront,0.32,khardah,3883.0,824.0,Super Built up area 824(76.55 sq.m.),2.0,2,1,9,,New Property,North,824.0,,,0,0,0,0,0,0,7.0
apartment,0.35,mahamayatala,4181.0,837.0,Super Built up area 837(77.76 sq.m.)Built Up area: 728 sq.ft. (67.63 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2.0,2,2,2,North-West,Old Property,South,837.0,728.0,600.0,0,0,0,0,1,0,0.0
eden city maheshtala,0.28,maheshtala,2265.0,1236.0,Super Built up area 1236(114.83 sq.m.),3.0,2,1,5,,Moderately Old,South,1236.0,,,0,0,0,0,0,0,0.0
swaranika housing,0.3,behala,3875.0,774.0,Super Built up area 774(71.91 sq.m.),2.0,2,1,0,North,Old Property,South,774.0,,,0,0,0,0,0,0,15.0
"sagar kunj apartment, haridevpur, paschim putiary",0.36,haridevpur,3977.0,905.0,Super Built up area 905(84.08 sq.m.),2.0,2,1,2,North-East,Moderately Old,South,905.0,,,0,0,0,0,0,0,0.0
3 a gangapuri,0.22,tollygunge,4400.0,500.0,Super Built up area 500(46.45 sq.m.),2.0,1,1,1,,Moderately Old,South,500.0,,,0,0,0,0,0,0,0.0
"basudev angan, utterpara",0.4,bhadrakali,3500.0,1143.0,Super Built up area 1140(105.91 sq.m.)Carpet area: 960 sq.ft. (89.19 sq.m.),2.0,2,1,2,South,Old Property,West,1140.0,,960.0,0,0,0,1,0,0,
