society,price,place,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,Direction,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
standalone building,0.8,kalikapur,6250.0,Super Built up area 1280(118.92 sq.m.),3.0,2,1,2,South,Relatively New,South,1280.0,,,0,0,0,0,0,0,60.0
on request,0.75,em bypass,5725.0,Super Built up area 1310(121.7 sq.m.),3.0,2,2,1,South-West,Relatively New,South,1310.0,,,0,0,0,0,1,0,7.0
on request,0.51,pr,6000.0,Super Built up area 850(78.97 sq.m.),2.0,2,1,1,South-West,Relatively New,South,850.0,,,0,0,0,0,1,0,7.0
on request,0.6,nandan kanan,5357.0,Super Built up area 1120(104.05 sq.m.),3.0,2,1,2,South-East,Relatively New,South,1120.0,,,0,0,0,0,1,0,7.0
on request,0.18,anandapur,3956.0,Super Built up area 455(42.27 sq.m.),1.0,1,1,0,East,Relatively New,South,455.0,,,0,0,0,0,1,0,6.0
on request,0.85,santoshpur,6513.0,Super Built up area 1305(121.24 sq.m.),3.0,2,1,3,North-West,Relatively New,South,1305.0,,,0,0,0,0,1,0,13.0
on request,0.45,anandapur,5000.0,Super Built up area 900(83.61 sq.m.),2.0,2,1,1,South-East,Relatively New,South,900.0,,,0,0,0,0,1,0,7.0
on request,0.98,em bypass,5764.0,Super Built up area 1700(157.94 sq.m.),3.0,2,1,4,South,Relatively New,South,1700.0,,,0,0,0,0,1,0,7.0
on request,1.45,anandapur,5178.0,Super Built up area 2800(260.13 sq.m.),4.0,3,1,4,East,Relatively New,South,2800.0,,,0,0,0,0,1,0,7.0
sharda homes,0.44,em bypass,5000.0,Super Built up area 874(81.2 sq.m.),2.0,2,1,2,East,Relatively New,South,874.0,,,0,0,0,0,0,0,85.0
sharda homes,0.49,em bypass,5572.0,Super Built up area 874(81.2 sq.m.),2.0,2,1,2,East,Relatively New,South,874.0,,,0,1,0,0,0,0,80.0
sharda homes,0.87,em bypass,5000.0,Super Built up area 1740(161.65 sq.m.),3.0,3,1,1,South-East,Relatively New,South,1740.0,,,0,0,0,0,0,0,85.0
sd tower,0.3,dum dum,3800.0,Super Built up area 800(74.32 sq.m.),2.0,1,1,0,South-West,Relatively New,North,800.0,,,0,0,0,0,0,0,32.0
siddhidata apartment.nagerbazar.dumdum,0.19,dum dum,3800.0,Super Built up area 491(45.62 sq.m.),1.0,1,0,5,North,Relatively New,North,491.0,,,0,0,0,0,1,0,67.0
sd tower,0.21,dum dum,3800.0,Super Built up area 554(51.47 sq.m.),1.0,1,1,5,West,Relatively New,North,554.0,,,0,0,0,0,1,0,74.0
s d apartment,0.16,dum dum,3800.0,Super Built up area 421(39.11 sq.m.),1.0,1,0,3,South-East,Relatively New,North,421.0,,,0,0,0,0,1,0,67.0
siddhi data tower,0.27,dum dum,3799.0,Super Built up area 719(66.8 sq.m.),2.0,2,1,0,South-East,Relatively New,North,719.0,,,0,0,0,0,0,0,25.0
on request,0.58,krishnapur,4700.0,Super Built up area 1234(114.64 sq.m.),3.0,2,1,4,South-East,Relatively New,North,1234.0,,,0,0,0,0,0,0,31.0
bina niketan 2,0.39,rajarhat,3391.0,Super Built up area 1150(106.84 sq.m.),3.0,2,1,2,North-East,Relatively New,East,1150.0,,,0,0,0,0,0,0,15.0
bina niketan 2,0.29,rajarhat,3314.0,Super Built up area 875(81.29 sq.m.),2.0,2,1,2,North,Relatively New,East,875.0,,,0,0,0,0,0,0,59.0
arihant garden,0.4,rajarhat,3942.0,Super Built up area 1002(93.09 sq.m.),2.0,2,1,1,North-East,Relatively New,East,1002.0,,,0,0,0,0,0,0,81.0
magnolia oxygen,0.45,rajarhat,4536.0,Super Built up area 992(92.16 sq.m.),2.0,2,1,6,South-West,Relatively New,East,992.0,,,0,0,0,0,0,0,104.0
magnolia oxygen,0.65,rajarhat,5204.0,Super Built up area 1249(116.04 sq.m.),3.0,2,1,3,South-East,Relatively New,East,1249.0,,,0,0,0,0,0,0,104.0
kalibari housing,0.4,rajarhat,4287.0,Super Built up area 933(86.68 sq.m.)Carpet area: 722 sq.ft. (67.08 sq.m.),2.0,2,1,1,North-West,Relatively New,East,933.0,,722.0,0,0,0,0,0,0,97.0
siddha happyville,0.88,rajarhat,6956.0,Super Built up area 1265(117.52 sq.m.),3.0,3,1,16,North,Relatively New,East,1265.0,,,0,0,0,0,0,0,104.0
siddha happyville,0.64,rajarhat,6564.0,Super Built up area 975(90.58 sq.m.),2.0,2,1,5,South-West,Relatively New,East,975.0,,,0,0,0,0,0,2,112.0
realtech nirman bela,0.28,rajarhat,4612.0,Super Built up area 607(56.39 sq.m.)Carpet area: 474 sq.ft. (44.04 sq.m.),2.0,2,1,4,North,Relatively New,East,607.0,,474.0,0,0,0,0,1,2,34.0
realtech nirman bela,0.3,rajarhat,3947.0,Super Built up area 760(70.61 sq.m.),2.0,2,1,2,North-West,Relatively New,East,760.0,,,0,0,0,0,1,0,41.0
siddha happyville,0.89,rajarhat,7035.0,Super Built up area 1265(117.52 sq.m.),3.0,2,1,3,North-West,Relatively New,East,1265.0,,,0,0,0,0,0,0,104.0
abani apartment barrackpore,0.51,barrackpore,3700.0,Super Built up area 1365(126.81 sq.m.),3.0,2,1,2,South-East,Relatively New,North,1365.0,,,1,0,0,1,1,0,39.0
paradise home,0.34,behala,4311.0,Super Built up area 777(72.19 sq.m.)Carpet area: 717 sq.ft. (66.61 sq.m.),2.0,2,1,2,East,Relatively New,South,777.0,,717.0,0,1,0,0,1,0,21.0
paradise  home,0.34,behala,3777.0,Super Built up area 900(83.61 sq.m.)Carpet area: 817 sq.ft. (75.9 sq.m.),2.0,2,1,1,South,Relatively New,South,900.0,,817.0,0,1,0,0,1,0,19.0
paradise  home,0.33,behala,3892.0,Super Built up area 835(77.57 sq.m.),2.0,2,1,2,North,Relatively New,South,835.0,,,0,0,0,0,0,0,45.0
on request,0.28,tollygunge,3599.0,Super Built up area 764(70.98 sq.m.),2.0,2,1,0,South-East,Relatively New,South,764.0,,,0,0,0,0,1,0,0.0
on request,0.28,tollygunge,3664.0,Super Built up area 764(70.98 sq.m.),2.0,2,1,1,West,Relatively New,South,764.0,,,0,0,0,0,1,0,0.0
arch starwood,1.21,ch,8649.0,Super Built up area 1399(129.97 sq.m.),3.0,2,1,1,North-West,Relatively New,East,1399.0,,,0,0,0,0,0,0,132.0
arihant villa,0.27,rajarhat,3417.0,Super Built up area 790(73.39 sq.m.),2.0,2,1,4,East,Relatively New,East,790.0,,,0,0,0,0,0,0,13.0
labanya apartment,0.37,rajarhat,3372.0,Super Built up area 1097(101.91 sq.m.),3.0,2,1,4,North,Relatively New,East,1097.0,,,0,0,0,0,0,0,45.0
new apartment,0.22,baguiati,2800.0,Super Built up area 792(73.58 sq.m.),2.0,2,1,1,North-East,Relatively New,North,792.0,,,0,0,0,0,0,0,26.0
on request,0.2,baguiati,2800.0,Super Built up area 718(66.7 sq.m.),2.0,2,1,3,South-East,Relatively New,North,718.0,,,0,0,0,0,0,0,31.0
new apartment,0.32,baguiati baguiati,2800.0,Super Built up area 1130(104.98 sq.m.),3.0,2,1,2,North-West,Relatively New,North,1130.0,,,0,0,0,0,0,0,31.0
jagannath apartment,0.31,behala,3595.0,Super Built up area 857(79.62 sq.m.),2.0,2,1,3,South-West,Relatively New,South,857.0,,,0,0,1,0,0,0,61.0
uttara tritiya,1.65,new town,6346.0,Super Built up area 2600(241.55 sq.m.),3.0,4,3+,7,South,Moderately Old,East,2600.0,,,0,1,0,1,0,0,110.0
surjodoy apartment,0.35,silpara,3349.0,Super Built up area 1050(97.55 sq.m.),3.0,2,1,3,South-West,Relatively New,South,1050.0,,,0,0,1,0,0,0,61.0
uniworld city,1.55,new town,9996.0,Super Built up area 2215(205.78 sq.m.)Built Up area: 1661.25 sq.ft. (154.34 sq.m.)Carpet area: 1550.5 sq.ft. (144.05 sq.m.),3.0,3,2,10,,Moderately Old,East,2215.0,1661.25,1550.5,0,1,0,0,0,0,168.0
mani casa,1.45,new town,10000.0,Super Built up area 1450(134.71 sq.m.)Built Up area: 1088 sq.ft. (101.08 sq.m.)Carpet area: 1015 sq.ft. (94.3 sq.m.),3.0,2,1,8,South-West,Moderately Old,East,1450.0,1088.0,1015.0,0,0,0,0,0,0,93.0
dlf new town heights,0.72,new town,5727.0,Super Built up area 1257(116.78 sq.m.)Built Up area: 942 sq.ft. (87.51 sq.m.)Carpet area: 879 sq.ft. (81.66 sq.m.),2.0,2,1,2,East,Relatively New,East,1257.0,942.0,879.0,0,0,0,0,0,0,221.0
anik one rajarhat,1.4,new town,18918.0,Super Built up area 1244(115.57 sq.m.)Built Up area: 908 sq.ft. (84.36 sq.m.)Carpet area: 740 sq.ft. (68.75 sq.m.),2.0,2,2,12,North-West,Relatively New,East,1244.0,908.0,740.0,0,0,0,0,0,0,172.0
siddha town,0.58,rajarhat,4187.0,Super Built up area 1385(128.67 sq.m.),3.0,2,1,2,East,Moderately Old,East,1385.0,,,0,0,0,1,0,0,124.0
ambika icon,0.75,tollygunge,8152.0,Super Built up area 920(85.47 sq.m.),2.0,2,1,4,South-East,Relatively New,South,920.0,,,0,0,0,0,1,0,54.0
tirupati paradise,0.4,narendrapur,3824.0,Super Built up area 1046(97.18 sq.m.),2.0,2,1,1,North-East,Relatively New,South,1046.0,,,0,0,0,0,1,0,104.0
charuchhaya,0.22,narendrapur,3384.0,Super Built up area 650(60.39 sq.m.),2.0,2,1,1,North-East,Relatively New,South,650.0,,,0,0,0,0,1,0,54.0
mission niketan,0.39,sonarpur,3846.0,Super Built up area 1001(93 sq.m.),3.0,2,1,3,South-West,Relatively New,South,1001.0,,,0,0,0,0,1,0,54.0
tirupati paradise,0.46,narendrapur,3852.0,Super Built up area 1194(110.93 sq.m.),3.0,2,1,3,South-East,Relatively New,South,1194.0,,,0,0,0,0,0,0,54.0
smriti subha,0.32,naktala,4266.0,Super Built up area 750(69.68 sq.m.),2.0,2,1,3,South-West,Moderately Old,South,750.0,,,0,0,0,0,0,0,32.0
raj rajeshwari apartment,0.35,kamalgazi,4500.0,Super Built up area 775(72 sq.m.),2.0,2,1,4,North-East,Relatively New,South,775.0,,,0,0,0,0,0,0,81.0
siddha happyville,0.85,rajarhat,6719.0,Super Built up area 1265(117.52 sq.m.)Built Up area: 948 sq.ft. (88.07 sq.m.)Carpet area: 902 sq.ft. (83.8 sq.m.),3.0,3,1,2,West,Relatively New,East,1265.0,948.0,902.0,0,0,0,0,0,0,212.0
rameswara waterview,0.38,chotto chandpur,4198.0,Super Built up area 905(84.08 sq.m.)Built Up area: 679 sq.ft. (63.08 sq.m.),2.0,2,1,2,East,Moderately Old,East,905.0,679.0,,0,0,0,0,0,0,149.0
elita garden vista,1.0,new town,7407.0,Super Built up area 1350(125.42 sq.m.)Built Up area: 1107 sq.ft. (102.84 sq.m.)Carpet area: 996 sq.ft. (92.53 sq.m.),2.0,2,1,23,South-East,Moderately Old,East,1350.0,1107.0,996.0,0,0,0,1,0,2,90.0
amarana residences,0.87,tangra,9344.0,Super Built up area 931(86.49 sq.m.),2.0,2,1,2,South-East,New Property,East,931.0,,,0,0,0,0,1,0,54.0
shaporji complex action area iii,0.22,new town,4583.0,Carpet area: 480 (44.59 sq.m.),1.0,1,1,1,North,Relatively New,East,,,480.0,0,0,0,0,0,0,71.0
on request,0.44,narendrapur,5238.0,Super Built up area 850(78.97 sq.m.),2.0,2,1,2,North-East,Relatively New,South,850.0,,,0,0,0,0,1,0,84.0
arihant cavetto,6.1,jodhpur park,13689.0,Super Built up area 4456(413.98 sq.m.),5.0,4,1,3,South,Relatively New,South,4456.0,,,0,1,0,0,0,0,54.0
on request,3.95,ballygunge,15116.0,Super Built up area 2613(242.76 sq.m.),3.0,3,3,5,South,Old Property,South,2613.0,,,0,1,0,0,0,0,46.0
godrej platinum,7.97,alipore,16094.0,Super Built up area 4955(460.33 sq.m.),4.0,5,2,8,South,Relatively New,South,4955.0,,,0,1,0,0,0,0,54.0
on request new alipore,4.69,alipore,13500.0,Super Built up area 3474(322.75 sq.m.),4.0,4,2,2,South,Relatively New,South,3474.0,,,0,0,0,0,1,0,35.0
standalone building,0.21,sarsuna,2964.0,Super Built up area 700(65.03 sq.m.),2.0,2,1,0,North-West,Relatively New,South,700.0,,,0,0,0,0,0,0,53.0
standalone building,0.33,behala,3500.0,Super Built up area 950(88.26 sq.m.),2.0,2,1,3,North-East,Relatively New,South,950.0,,,0,0,0,0,1,0,59.0
dream0007,0.46,patuli,5005.0,Carpet area: 919 (85.38 sq.m.),2.0,2,1,2,South-East,Relatively New,South,,,919.0,0,0,0,0,0,0,31.0
dream006,0.6,garia,4497.0,Carpet area: 1334 (123.93 sq.m.),3.0,2,1,1,South-East,Relatively New,South,,,1334.0,0,0,0,0,0,0,46.0
dream br 241,0.43,garia,4500.0,Carpet area: 948 (88.07 sq.m.),2.0,2,1,2,South,Relatively New,South,,,948.0,0,0,0,0,0,0,61.0
dream b 271,0.31,garia,3800.0,Carpet area: 810 (75.25 sq.m.),2.0,2,1,2,South-West,Relatively New,South,,,810.0,0,0,0,0,0,0,54.0
bream b 272,0.32,garia,3800.0,Carpet area: 850 (78.97 sq.m.),2.0,2,1,3,South-East,Relatively New,South,,,850.0,0,0,0,0,0,0,54.0
dream005,0.33,garia,3790.0,Carpet area: 860 (79.9 sq.m.),2.0,2,1,3,South-East,Relatively New,South,,,860.0,0,0,0,0,0,0,46.0
dream 266,0.28,garia,4071.0,Carpet area: 700 (65.03 sq.m.),2.0,2,1,1,North-East,Relatively New,South,,,700.0,0,0,0,0,0,0,48.0
dream 003,0.26,garia,3058.0,Carpet area: 850 (78.97 sq.m.),2.0,2,1,3,South-East,Relatively New,South,,,850.0,0,0,0,0,0,0,18.0
dream g 265,0.26,garia,3823.0,Carpet area: 680 (63.17 sq.m.),2.0,2,1,0,South-West,Relatively New,South,,,680.0,0,0,0,0,0,0,22.0
dream 002,0.32,garia,3595.0,Carpet area: 890 (82.68 sq.m.),2.0,2,1,2,South-West,Relatively New,South,,,890.0,0,0,0,0,0,0,64.0
residential apartment,0.41,barisha,4050.0,Super Built up area 1000(92.9 sq.m.),3.0,2,1,3,South-West,Relatively New,South,1000.0,,,0,0,0,0,1,0,65.0
residential apartment,0.23,bakultala,2705.0,Super Built up area 850(78.97 sq.m.),2.0,2,1,2,South-East,Moderately Old,South,850.0,,,0,0,0,0,1,0,58.0
mayfair oasis,0.4,ramchandrapur,3252.0,Super Built up area 1230(114.27 sq.m.),3.0,2,1,2,North-East,Relatively New,South,1230.0,,,0,0,0,0,0,0,22.0
sreeram,0.71,bansdroni,5358.0,Super Built up area 1325(123.1 sq.m.),3.0,2,1,3,South,New Property,South,1325.0,,,0,0,0,0,0,0,7.0
chandi ghosh road,0.65,tollygunge,6500.0,Super Built up area 1000(92.9 sq.m.),3.0,2,1,2,South,New Property,South,1000.0,,,0,0,0,0,0,0,15.0
sadhanjali apartment,0.42,bansdroni,4516.0,Super Built up area 930(86.4 sq.m.),2.0,2,0,1,South,Relatively New,South,930.0,,,0,0,0,0,0,0,21.0
on request,0.68,jogendra garden,6181.0,Super Built up area 1100(102.19 sq.m.),3.0,2,1,2,North-East,New Property,South,1100.0,,,0,0,0,0,0,0,53.0
magnolia prestige,0.43,bishnupur,3372.0,Super Built up area 1275(118.45 sq.m.),3.0,2,3,4,North-West,Relatively New,North,1275.0,,,0,0,0,0,1,0,43.0
on request,0.29,rajarhat,2950.0,Super Built up area 983(91.32 sq.m.),2.0,2,1,3,West,Relatively New,East,983.0,,,0,0,0,0,1,0,35.0
atree,1.15,new town,4600.0,Super Built up area 2500(232.26 sq.m.),6.0,4,2,4,South,Relatively New,East,2500.0,,,0,0,0,0,1,0,7.0
sova apartment,0.61,new town,4880.0,Super Built up area 1250(116.13 sq.m.),3.0,2,2,1,East,Relatively New,East,1250.0,,,0,0,0,0,1,0,7.0
45by22 moor avenue,0.55,tollygunge,4435.0,Super Built up area 1240(115.2 sq.m.),3.0,2,1,3,South,Old Property,South,1240.0,,,0,0,0,0,0,0,7.0
on request,1.15,jodhpur park,9000.0,Super Built up area 1275(118.45 sq.m.),3.0,2,2,2,North-East,New Property,South,1275.0,,,0,0,0,0,0,0,39.0
magnolia oxygen,0.43,rajarhat,4849.0,Super Built up area 897(83.33 sq.m.),2.0,2,1,6,South-East,New Property,East,897.0,,,0,0,0,0,0,0,48.0
on request,1.25,ballygunge,9300.0,Super Built up area 1345(124.95 sq.m.),3.0,2,1,3,South-East,New Property,South,1345.0,,,0,0,0,0,0,0,53.0
on request new booking,1.36,ballygunge,9300.0,Super Built up area 1460(135.64 sq.m.),3.0,2,1,1,South-East,Relatively New,South,1460.0,,,0,0,0,0,1,0,71.0
residential apartment new booking,0.65,lake gardens,6500.0,Super Built up area 1000(92.9 sq.m.),2.0,2,1,2,South-East,Relatively New,South,1000.0,,,0,0,0,0,0,0,47.0
on request new booking,1.11,pr,6499.0,Super Built up area 1705(158.4 sq.m.),3.0,3,1,3,South-East,Relatively New,South,1705.0,,,0,0,0,0,1,0,78.0
on request,0.33,new town,3515.0,Super Built up area 933(86.68 sq.m.),2.0,2,1,4,North-East,Relatively New,North,933.0,,,0,0,0,0,1,0,19.0
on request,0.45,baguiati,3983.0,Super Built up area 1117(103.77 sq.m.),3.0,2,2,4,East,Relatively New,North,1117.0,,,0,0,0,0,1,0,19.0
on request,0.34,baguiati,4011.0,Super Built up area 860(79.9 sq.m.),2.0,2,1,4,West,Relatively New,North,860.0,,,0,0,0,0,1,0,19.0
yarrow co operative society,0.77,patuli,6160.0,Super Built up area 1250(116.13 sq.m.),3.0,2,1,3,North-East,Old Property,South,1250.0,,,0,0,0,0,0,0,29.0
joyee apartment,1.6,naktala,5333.0,Super Built up area 3000(278.71 sq.m.),4.0,4,3+,3,North-West,Old Property,South,3000.0,,,0,0,0,1,0,2,36.0
ashirbad  apartment,0.67,naktala,5469.0,Super Built up area 1225(113.81 sq.m.),3.0,2,1,1,South,Moderately Old,South,1225.0,,,0,0,0,0,0,0,7.0
sun bright,2.25,tollygunge,8420.0,Super Built up area 2672(248.24 sq.m.),4.0,3,3,4,East,Relatively New,South,2672.0,,,0,0,0,0,0,0,15.0
karunamoyee,0.38,haridevpur,4313.0,Super Built up area 881(81.85 sq.m.),2.0,2,1,1,East,Relatively New,South,881.0,,,0,0,0,0,0,0,0.0
kalitala,0.27,sodepur,3176.0,Super Built up area 850(78.97 sq.m.),2.0,2,1,1,East,Relatively New,South,850.0,,,0,0,0,0,0,0,0.0
on request,0.24,kaikhali,3400.0,Super Built up area 700(65.03 sq.m.),2.0,2,1,2,North-West,Relatively New,North,700.0,,,0,0,0,0,1,0,19.0
on request,0.31,kaikhali,3400.0,Super Built up area 900(83.61 sq.m.),2.0,2,1,2,East,Relatively New,North,900.0,,,0,0,0,0,1,0,19.0
on request,0.28,kaikhali,3400.0,Super Built up area 810(75.25 sq.m.),2.0,2,1,2,North-West,Relatively New,North,810.0,,,0,0,0,0,1,0,19.0
on request,0.3,rajarhat,3595.0,Super Built up area 840(78.04 sq.m.),2.0,2,1,1,South-West,Relatively New,East,840.0,,,0,0,0,0,1,0,19.0
shibam aprtment,0.34,rajarhat,3600.0,Super Built up area 935(86.86 sq.m.),2.0,2,1,2,East,Relatively New,East,935.0,,,0,0,0,0,1,0,19.0
bina apartment,0.28,rajarhat,3000.0,Super Built up area 920(85.47 sq.m.),2.0,2,1,1,East,Relatively New,East,920.0,,,0,0,0,0,1,0,38.0
dpka manorama residency,0.27,rajarhat,2950.0,Super Built up area 906(84.17 sq.m.),2.0,2,1,3,North,Relatively New,East,906.0,,,0,0,0,0,1,0,38.0
dpka manorama residency,0.31,rajarhat,2950.0,Super Built up area 1043(96.9 sq.m.),2.0,2,2,3,East,Relatively New,East,1043.0,,,0,0,0,0,1,0,38.0
dpka manorama residency,0.36,rajarhat,2950.0,Super Built up area 1220(113.34 sq.m.),3.0,2,3,2,North-West,Relatively New,East,1220.0,,,0,0,0,0,1,0,38.0
on request,0.58,madurdaha,4833.0,Super Built up area 1200(111.48 sq.m.),3.0,2,1,2,North-East,Moderately Old,South,1200.0,,,0,0,0,0,1,0,63.0
on request,0.41,madurdaha,4555.0,Super Built up area 900(83.61 sq.m.),2.0,2,2,2,South-East,Moderately Old,South,900.0,,,0,0,0,0,1,0,63.0
on request,0.51,patuli,6200.0,Super Built up area 820(76.18 sq.m.),2.0,2,1,3,North-East,New Property,South,820.0,,,0,0,0,0,0,0,26.0
magnolia oxygen,0.44,rajarhat,4905.0,Super Built up area 897(83.33 sq.m.),2.0,2,1,4,South-West,Relatively New,East,897.0,,,0,0,0,0,1,0,48.0
standalone building,0.25,behala,3500.0,Super Built up area 725(67.35 sq.m.),2.0,2,1,1,North-East,Relatively New,South,725.0,,,0,0,0,0,1,0,60.0
on request,1.36,ballygunge,9300.0,Super Built up area 1459(135.55 sq.m.),3.0,2,1,1,South-East,New Property,South,1459.0,,,0,0,0,0,0,0,40.0
windsor heights,0.95,em bypass,7347.0,Super Built up area 1293(120.12 sq.m.),3.0,2,3,3,North-West,Relatively New,South,1293.0,,,0,0,0,0,1,0,54.0
essar residency,0.32,dash drone,3219.0,Super Built up area 994(92.35 sq.m.),3.0,2,2,4,North-West,Relatively New,East,994.0,,,0,0,0,0,0,0,26.0
torsa prantika,0.33,fartabad,4342.0,Super Built up area 760(70.61 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2.0,2,1,1,South-East,Old Property,South,760.0,,600.0,0,0,0,0,0,1,0.0
on request,0.91,alipore,9100.0,Carpet area: 1000 (92.9 sq.m.),3.0,2,0,1,North-East,Old Property,South,,,1000.0,0,0,0,0,0,0,7.0
rajat avante,0.49,joka,5931.0,Super Built up area 843(78.32 sq.m.),2.0,2,1,13,North-East,Relatively New,South,843.0,,,0,0,0,0,0,0,57.0
"udyan apartment, new booking",0.17,dankuni,2400.0,Built Up area: 720 (66.89 sq.m.)Carpet area: 580 sq.ft. (53.88 sq.m.),2.0,2,1,2,South,Relatively New,West,,720.0,580.0,0,0,0,0,0,0,90.0
siddha happyville,0.9,rajarhat,7114.0,Super Built up area 1265(117.52 sq.m.),3.0,2,1,14,East,Relatively New,East,1265.0,,,0,0,0,0,0,0,83.0
semi complex,0.46,new garia,4000.0,Super Built up area 1162(107.95 sq.m.),3.0,2,1,2,South-East,Relatively New,South,1162.0,,,0,0,0,0,1,0,94.0
semi complex,0.33,new garia,4000.0,Super Built up area 828(76.92 sq.m.),2.0,2,1,2,North-West,Relatively New,South,828.0,,,0,0,0,0,1,0,75.0
semi complex,0.25,nayabad,4057.0,Super Built up area 626(58.16 sq.m.),2.0,1,0,2,South-West,New Property,South,626.0,,,0,0,0,0,1,0,80.0
siddha eden lakeville,0.89,bt road,6477.0,Super Built up area 1374(127.65 sq.m.),3.0,3,1,10,North,Relatively New,North,1374.0,,,0,0,0,0,0,0,61.0
on request,0.75,new town,5555.0,Super Built up area 1350(125.42 sq.m.),3.0,2,1,2,,Relatively New,East,1350.0,,,0,0,0,0,1,0,19.0
on request,0.68,new town,5037.0,Super Built up area 1350(125.42 sq.m.),3.0,2,1,2,,Relatively New,East,1350.0,,,0,0,0,0,1,0,19.0
on request,0.8,new town,5000.0,Super Built up area 1600(148.64 sq.m.),3.0,2,1,3,,Relatively New,East,1600.0,,,0,0,0,0,1,0,19.0
on request,0.8,new town,5000.0,Super Built up area 1600(148.64 sq.m.),3.0,2,1,2,,Relatively New,East,1600.0,,,0,0,0,0,1,0,19.0
on request,0.86,new town,5375.0,Super Built up area 1600(148.64 sq.m.),3.0,2,1,2,South-East,Relatively New,East,1600.0,,,0,0,0,0,1,0,19.0
on request,0.6,new town,4800.0,Super Built up area 1250(116.13 sq.m.),3.0,2,1,3,North-West,Relatively New,East,1250.0,,,0,0,0,0,1,0,19.0
on request,0.47,new town,5875.0,Super Built up area 800(74.32 sq.m.),2.0,2,1,2,East,Relatively New,East,800.0,,,0,0,0,0,1,0,19.0
on request,0.65,new town,5000.0,Super Built up area 1300(120.77 sq.m.),3.0,2,1,3,North,Relatively New,East,1300.0,,,0,0,0,0,1,0,19.0
pacheria kusumba greens,0.3,sonarpur,5014.0,Super Built up area 955(88.72 sq.m.)Carpet area: 603 sq.ft. (56.02 sq.m.),2.0,2,1,4,South-West,Relatively New,South,955.0,,603.0,0,0,0,0,0,0,55.0
not applicable,0.27,kamalgazi,3800.0,Super Built up area 719(66.8 sq.m.),2.0,2,1,1,South,Relatively New,South,719.0,,,0,0,0,0,1,0,25.0
on request new,0.3,narendrapur,4195.0,Super Built up area 715(66.43 sq.m.),2.0,2,1,2,South,Relatively New,South,715.0,,,0,0,0,0,0,0,8.0
suryalok apartments,1.4,mandevilla garden,12544.0,Super Built up area 1116(103.68 sq.m.),2.0,2,1,3,South,Old Property,South,1116.0,,,0,1,0,0,0,1,46.0
not applicable,2.0,ballygunge,11111.0,Super Built up area 1800(167.23 sq.m.),3.0,3,0,1,South,Old Property,South,1800.0,,,0,0,0,0,0,2,107.0
ballygunge apartments,0.8,ballygunge,9411.0,Super Built up area 850(78.97 sq.m.),2.0,2,0,8,North-West,Old Property,South,850.0,,,0,0,0,0,0,0,40.0
not applicable,1.25,panditiya road,9005.0,Super Built up area 1388(128.95 sq.m.),3.0,2,1,2,North-East,Relatively New,South,1388.0,,,0,0,0,0,0,0,64.0
natural avenue,4.0,southern avenue,16000.0,Super Built up area 2500(232.26 sq.m.),4.0,4,1,3,South,Relatively New,South,2500.0,,,0,0,0,0,0,0,54.0
multicon sapphire court,0.75,golf club road,7500.0,Super Built up area 1000(92.9 sq.m.),2.0,2,1,1,South-East,Old Property,South,1000.0,,,0,0,0,0,0,0,55.0
not applicable,0.95,tollygunge,6904.0,Super Built up area 1376(127.83 sq.m.),3.0,2,2,4,South-West,Old Property,South,1376.0,,,0,0,0,0,0,0,33.0
not applicable,0.95,naktala,6551.0,Super Built up area 1450(134.71 sq.m.),3.0,2,1,3,South-East,Moderately Old,South,1450.0,,,0,0,0,0,1,0,13.0
bengal shapoorji shukhobristhi,0.33,new town,6895.0,Carpet area: 480 (44.59 sq.m.),2.0,2,1,9,South-East,Relatively New,East,,,480.0,0,0,0,0,0,0,69.0
bengal shapoorji shukhobristhi,0.55,new town,6043.0,Super Built up area 910(84.54 sq.m.),3.0,2,1,9,East,Relatively New,East,910.0,,,0,0,0,0,0,0,105.0
sukhobristi shapoorji,0.34,new town,7083.0,Carpet area: 480 (44.59 sq.m.),2.0,2,1,7,East,Relatively New,East,,,480.0,0,0,0,0,0,0,69.0
